accession,collection_date,isolation_source,isolation_taxa,city,county,state,FIPS,region_name,district_name,latitude,longitude,data_source
W028,11-Jun-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.95817,-117.240614,WN4K
W029,11-Jun-08,bird,Corvus brachyrhynchos,Solana_Beach,San Diego,California,6073,West,Pacific,32.99937,-117.255385,WN4K
W811,17-Jun-08,bird,Corvus corax,Sacramento,Sacramento,California,6067,West,Pacific,38.485,-121.51,WN4K
W507,18-Jun-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.79184,-117.236479,WN4K
W508,18-Jun-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.79184,-117.236479,WN4K
W509,18-Jun-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.79184,-117.236479,WN4K
W030,25-Jun-08,bird,Accipiter striatus,Lemon_Grove,San Diego,California,6073,West,Pacific,32.730377,-117.031928,WN4K
W032,25-Jun-08,bird,Accipiter cooperii,San_Diego,San Diego,California,6073,West,Pacific,32.763412,-117.250691,WN4K
W299,27-Jun-08,bird,Calypte costae,Bakersfield,Kern,California,6029,West,Pacific,35.344,-119.051,WN4K
W812,6-Jul-08,bird,Aphelocoma californica,Antelope,Sacramento,California,6067,West,Pacific,38.72,-121.362,WN4K
W301,7-Jul-08,bird,Spinus psaltria,Bakersfield,Kern,California,6029,West,Pacific,35.364,-119.065,WN4K
W813,7-Jul-08,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.661,-121.343,WN4K
W656,8-Jul-08,mosquito,Culex tarsalis,Elk Grove,Sacramento,California,6067,West,Pacific,38.444,-121.381,WN4K
W814,8-Jul-08,bird,Turdus migratorius,Sacramento,Sacramento,California,6067,West,Pacific,38.504,-121.508,WN4K
W302,23-Jul-08,bird,Turdus migratorius,Bakersfield,Kern,California,6029,West,Pacific,35.372,-119.164,WN4K
W657,24-Jul-08,mosquito,Culex tarsalis,Rio Linda,Sacramento,California,6067,West,Pacific,38.707,-121.53,WN4K
W658,25-Jul-08,mosquito,Culex pipiens,Vineyard,Sacramento,California,6067,West,Pacific,38.465,-121.341,WN4K
W510,28-Jul-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.895146,-117.239519,WN4K
W511,6-Aug-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.773019,-117.16737,WN4K
W033,7-Aug-08,bird,Corvus brachyrhynchos,Santee,San Diego,California,6073,West,Pacific,32.844039,-116.969135,WN4K
W034,7-Aug-08,bird,Aphelocoma californica,Escondido,San Diego,California,6073,West,Pacific,33.090546,-117.069999,WN4K
W127,11-Aug-08,bird,Mimus polyglottos,Redlands,San Bernardino,California,6071,West,Pacific,34.033,-117.152,WN4K
W512,11-Aug-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.947797,-117.223154,WN4K
W128,12-Aug-08,bird,Baeolophus inornatus,San_Andreas,Calaveras,California,6009,West,Pacific,38.235,-120.712,WN4K
W659,12-Aug-08,mosquito,Culex tarsalis,Sacramento,Sacramento,California,6067,West,Pacific,38.51,-121.354,WN4K
W660,13-Aug-08,mosquito,Culex pipiens,Sacramento,Sacramento,California,6067,West,Pacific,38.562,-121.452,WN4K
W129,15-Aug-08,bird,Haemorhous mexicanus,La_Verne,Los Angeles,California,6037,West,Pacific,34.107,-117.769,WN4K
W003,18-Aug-08,bird,Corvus brachyrhynchos,El_Cajon,San Diego,California,6073,West,Pacific,32.783557,-116.969562,WN4K
W130,18-Aug-08,bird,Aphelocoma californica,Antioch,Contra Costa,California,6013,West,Pacific,38.015,-121.814,WN4K
W661,19-Aug-08,mosquito,Culex tarsalis,Antelope,Sacramento,California,6067,West,Pacific,38.714,-121.373,WN4K
W662,20-Aug-08,mosquito,Culex pipiens,Sacramento,Sacramento,California,6067,West,Pacific,38.51,-121.354,WN4K
W131,21-Aug-08,bird,Aphelocoma californica,Turlock,Stanislaus,California,6099,West,Pacific,37.537,-120.861,WN4K
W132,25-Aug-08,bird,Corvus brachyrhynchos,Agoura_Hills,Los Angeles,California,6037,West,Pacific,34.168,-118.752,WN4K
W513,25-Aug-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.796469,-117.227668,WN4K
W816,2-Sep-08,bird,Pica nuttalli,Davis,Yolo,California,6113,West,Pacific,38.562,-121.714,WN4K
W514,4-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.924923,-117.14284,WN4K
W815,8-Sep-08,bird,Corvus brachyrhynchos,Rancho Cordova,Sacramento,California,6067,West,Pacific,38.607,-121.302,WN4K
W183,9-Sep-08,mosquito,Culex stigmatosoma,Sultana,Tulare,California,6107,West,Pacific,36.567,-119.35,WN4K
W184,9-Sep-08,mosquito,Culex pipiens,Denair,Stanislaus,California,6099,West,Pacific,37.522,-120.786,WN4K
W515,10-Sep-08,bird,Corvus brachyrhynchos,La_Jolla,San Diego,California,6073,West,Pacific,32.897333,-117.242085,WN4K
W516,12-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.787902,-117.19763,WN4K
W031,15-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.95785,-117.139592,WN4K
W040,15-Sep-08,bird,Corvus brachyrhynchos,Alpine,San Diego,California,6073,West,Pacific,32.809755,-116.64916,WN4K
W035,18-Sep-08,bird,Corvus brachyrhynchos,Cardiff,San Diego,California,6073,West,Pacific,33.032305,-117.289329,WN4K
W036,18-Sep-08,bird,Corvus brachyrhynchos,Ramona,San Diego,California,6073,West,Pacific,33.029847,-116.885515,WN4K
W037,18-Sep-08,bird,Corvus brachyrhynchos,Valley_Center,San Diego,California,6073,West,Pacific,33.228075,-117.00978,WN4K
W041,18-Sep-08,bird,Corvus brachyrhynchos,Alpine,San Diego,California,6073,West,Pacific,32.836513,-116.765577,WN4K
W517,19-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.796469,-117.227668,WN4K
W518,23-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.796469,-117.227668,WN4K
W303,24-Sep-08,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.404,-119.123,WN4K
W519,24-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,33.028474,-117.060114,WN4K
W520,24-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.732895,-117.078396,WN4K
W521,25-Sep-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.860639,-117.226212,WN4K
W523,5-Nov-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.913077,-117.223062,WN4K
W524,10-Nov-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.783474,-117.235887,WN4K
W525,17-Nov-08,bird,Accipiter cooperii,San_Diego,San Diego,California,6073,West,Pacific,32.88607,-117.195518,WN4K
W038,1-Dec-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.928021,-117.139464,WN4K
W044,1-Dec-08,bird,Accipiter striatus,Fallbrook,San Diego,California,6073,West,Pacific,33.329969,-117.22716,WN4K
W526,1-Dec-08,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.928021,-117.139464,WN4K
W011,8-Dec-08,bird,Accipiter striatus,Ramona,San Diego,California,6073,West,Pacific,33.015797,-116.801537,WN4K
W039,8-Dec-08,bird,Corvus brachyrhynchos,Poway,San Diego,California,6073,West,Pacific,32.95059,-117.05831,WN4K
W043,8-Dec-08,bird,Accipiter striatus,Ramona,San Diego,California,6073,West,Pacific,33.016027,-116.80168,WN4K
W527,8-Dec-08,bird,Accipiter striatus,Ramona,San Diego,California,6073,West,Pacific,33.016027,-116.80168,WN4K
W528,8-Dec-08,bird,Corvus brachyrhynchos,Poway,San Diego,California,6073,West,Pacific,32.95059,-117.05831,WN4K
W048,22-Dec-08,bird,Accipiter striatus,El_Cajon,San Diego,California,6073,West,Pacific,32.779799,-116.924362,WN4K
W529,22-Dec-08,bird,Accipiter striatus,El_Cajon,San Diego,California,6073,West,Pacific,32.779799,-116.924362,WN4K
W530,16-Jan-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.905529,-117.230347,WN4K
W042,20-Jan-09,bird,Buteo lineatus,Poway,San Diego,California,6073,West,Pacific,33.005497,-117.042462,WN4K
W531,26-Jan-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.905207,-117.229886,WN4K
W532,5-Feb-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.750945,-117.051285,WN4K
W045,23-Mar-09,bird,Corvus brachyrhynchos,Rancho_Santa_Fe,San Diego,California,6073,West,Pacific,33.011428,-117.194664,WN4K
W046,8-Apr-09,bird,Buteo lineatus,La_Mesa,San Diego,California,6073,West,Pacific,32.75448,-116.957849,WN4K
W004,13-May-09,bird,Corvus brachyrhynchos,La_Jolla,San Diego,California,6073,West,Pacific,32.904429,-117.243433,WN4K
W047,21-May-09,bird,Corvus brachyrhynchos,Del_Mar,San Diego,California,6073,West,Pacific,32.971932,-117.261077,WN4K
W305,8-Jun-09,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.402,-119.085,WN4K
W304,14-Jun-09,bird,Haemorhous mexicanus,Bakersfield,Kern,California,6029,West,Pacific,35.282,-119.055,WN4K
W307,15-Jun-09,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.36,-119.026,WN4K
W306,16-Jun-09,bird,Passeridae,Bakersfield,Kern,California,6029,West,Pacific,35.406,-119.066,WN4K
W398,17-Jun-09,mosquito,Culex quinquefasciatus,Greenacres,Kern,California,6029,West,Pacific,35.392,-119.115,WN4K
W399,17-Jun-09,mosquito,Culex quinquefasciatus,Greenacres,Kern,California,6029,West,Pacific,35.38,-119.111,WN4K
W049,18-Jun-09,bird,Corvus brachyrhynchos,Valley_Center,San Diego,California,6073,West,Pacific,33.25625,-116.98274,WN4K
W133,18-Jun-09,bird,Haemorhous mexicanus,Bakersfield,Kern,California,6029,West,Pacific,35.417,-119.073,WN4K
W533,18-Jun-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.90445,-117.1528,WN4K
W134,23-Jun-09,bird,Aphelocoma californica,Hanford,Kings,California,6031,West,Pacific,36.354,-119.622,WN4K
W534,23-Jun-09,bird,Corvus brachyrhynchos,Valley_Center,San Diego,California,6073,West,Pacific,33.25625,-116.98274,WN4K
W308,24-Jun-09,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.424,-119.122,WN4K
W400,30-Jun-09,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.1,WN4K
W401,1-Jul-09,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.283,-118.932,WN4K
W309,7-Jul-09,bird,Parulidae,Shafter,Kern,California,6029,West,Pacific,35.457,-119.189,WN4K
W663,9-Jul-09,mosquito,Culex tarsalis,Isleton,Sacramento,California,6067,West,Pacific,38.107,-121.65,WN4K
W310,13-Jul-09,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.395,-119.092,WN4K
W402,14-Jul-09,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.276,-119.099,WN4K
W403,14-Jul-09,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.342,-119.125,WN4K
W664,14-Jul-09,mosquito,Culex tarsalis,Isleton,Sacramento,California,6067,West,Pacific,38.162,-121.601,WN4K
W404,15-Jul-09,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.36,-119.021,WN4K
W405,15-Jul-09,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.166,-118.825,WN4K
W406,22-Jul-09,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.411,-119.143,WN4K
W311,23-Jul-09,bird,Turdus migratorius,Bakersfield,Kern,California,6029,West,Pacific,35.31,-119.124,WN4K
W185,28-Jul-09,mosquito,Culex quinquefasciatus,Laton,Kings,California,6031,West,Pacific,36.423,-119.673,WN4K
W186,28-Jul-09,mosquito,Culex quinquefasciatus,Del Ray,Fresno,California,6019,West,Pacific,36.66,-119.535,WN4K
W407,28-Jul-09,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.391,-118.956,WN4K
W408,29-Jul-09,mosquito,Culex quinquefasciatus,Greenacres,Kern,California,6029,West,Pacific,35.392,-119.115,WN4K
W817,29-Jul-09,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.464,-121.502,WN4K
W409,30-Jul-09,mosquito,Culex quinquefasciatus,Arvin,Kern,California,6029,West,Pacific,35.21,-118.833,WN4K
W665,13-Aug-09,mosquito,Culex tarsalis,Elk Grove,Sacramento,California,6067,West,Pacific,38.394,-121.44,WN4K
W666,18-Aug-09,mosquito,Culex tarsalis,Woodland,Yolo,California,6113,West,Pacific,38.61,-121.712,WN4K
W818,18-Aug-09,bird,Aphelocoma californica,Carmichael,Sacramento,California,6067,West,Pacific,38.662,-121.311,WN4K
W667,20-Aug-09,mosquito,Culex tarsalis,Galt,Sacramento,California,6067,West,Pacific,38.251,-121.276,WN4K
W668,20-Aug-09,mosquito,Culex tarsalis,Wilton,Sacramento,California,6067,West,Pacific,38.377,-121.216,WN4K
W819,20-Aug-09,bird,Pica nuttalli,Davis,Yolo,California,6113,West,Pacific,38.55,-121.793,WN4K
W135,4-Sep-09,bird,Mimus polyglottos,Turlock,Stanislaus,California,6099,West,Pacific,37.51,-120.852,WN4K
W410,4-Sep-09,mosquito,Culex quinquefasciatus,Shafter,Kern,California,6029,West,Pacific,35.502,-119.254,WN4K
W411,4-Sep-09,mosquito,Culex tarsalis,Wasco,Kern,California,6029,West,Pacific,35.532,-119.477,WN4K
W820,4-Sep-09,bird,Turdus migratorius,Antelope,Sacramento,California,6067,West,Pacific,38.723,-121.391,WN4K
W535,8-Sep-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.91326,-117.22247,WN4K
W669,9-Sep-09,mosquito,Culex tarsalis,Elk Grove,Sacramento,California,6067,West,Pacific,38.426,-121.383,WN4K
W050,15-Sep-09,bird,Corvus brachyrhynchos,Pine_Valley,San Diego,California,6073,West,Pacific,32.827693,-116.517993,WN4K
W522,26-Sep-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.751172,-117.053252,WN4K
W821,27-Sep-09,bird,Aphelocoma californica,Wilton,Sacramento,California,6067,West,Pacific,38.436,-121.224,WN4K
W051,30-Sep-09,bird,Corvus brachyrhynchos,Valley_Center,San Diego,California,6073,West,Pacific,33.259641,-117.072173,WN4K
W536,30-Sep-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.913324,-117.223763,WN4K
W822,2-Oct-09,bird,Aphelocoma californica,Elk Grove,Sacramento,California,6067,West,Pacific,38.407,-121.383,WN4K
W823,2-Oct-09,bird,Aphelocoma californica,Woodland,Yolo,California,6113,West,Pacific,38.659,-121.798,WN4K
W052,9-Oct-09,bird,Corvus brachyrhynchos,Encinitas,San Diego,California,6073,West,Pacific,33.071071,-117.298125,WN4K
W537,22-Oct-09,bird,Corvus brachyrhynchos,San_Diego,San Diego,California,6073,West,Pacific,32.804719,-117.179047,WN4K
W053,9-Dec-09,bird,Corvus brachyrhynchos,,San Diego,California,6073,West,Pacific,0,0,WN4K
W412,15-Jun-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.399,-118.928,WN4K
W413,25-Jun-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.317,-119.06,WN4K
W414,29-Jun-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.399,-118.928,WN4K
W415,1-Jul-10,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.313,-119.026,WN4K
W416,1-Jul-10,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.336,-119.025,WN4K
W727,2-Jul-10,bird,Corvus brachyrhynchos,Elk Grove,Sacramento,California,6067,West,Pacific,38.43,-121.313,WN4K
W312,6-Jul-10,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.327,-119.083,WN4K
W417,8-Jul-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.36,-119.021,WN4K
W418,8-Jul-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.36,-119.021,WN4K
W419,9-Jul-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.317,-119.06,WN4K
W420,9-Jul-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.326,-119.075,WN4K
W670,9-Jul-10,mosquito,Culex tarsalis,Vineyard,Sacramento,California,6067,West,Pacific,38.46,-121.358,WN4K
W728,9-Jul-10,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.702,-121.341,WN4K
W729,9-Jul-10,bird,Pica nuttalli,Sacramento,Sacramento,California,6067,West,Pacific,38.535,-121.358,WN4K
W313,12-Jul-10,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.347,-119.067,WN4K
W671,13-Jul-10,mosquito,Culex tarsalis,Vineyard,Sacramento,California,6067,West,Pacific,38.46,-121.358,WN4K
W314,19-Jul-10,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.347,-119.067,WN4K
W672,20-Jul-10,mosquito,Culex tarsalis,Davis,Yolo,California,6113,West,Pacific,38.548,-121.856,WN4K
W136,21-Jul-10,bird,Aphelocoma californica,Ceres,Stanislaus,California,6099,West,Pacific,37.547,-120.948,WN4K
W315,22-Jul-10,bird,,Bakersfield,Kern,California,6029,West,Pacific,35.367,-119.152,WN4K
W316,22-Jul-10,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.33,-119.089,WN4K
W317,23-Jul-10,bird,Haemorhous mexicanus,Bakersfield,Kern,California,6029,West,Pacific,35.412,-119.103,WN4K
W673,24-Jul-10,mosquito,Culex tarsalis,Vineyard,Sacramento,California,6067,West,Pacific,38.46,-121.325,WN4K
W318,26-Jul-10,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.407,-118.92,WN4K
W319,26-Jul-10,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.366,-119.157,WN4K
W320,28-Jul-10,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.372,-118.965,WN4K
W421,28-Jul-10,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.36,-119.021,WN4K
W137,29-Jul-10,bird,Aphelocoma californica,Roseville,Placer,California,6061,West,Pacific,38.731,-121.357,WN4K
W138,30-Jul-10,bird,Passer domesticus,Ceres,Stanislaus,California,6099,West,Pacific,37.585,-120.952,WN4K
W139,2-Aug-10,bird,Aphelocoma californica,Fresno,Fresno,California,6019,West,Pacific,36.858,-119.756,WN4K
W730,2-Aug-10,bird,Corvus brachyrhynchos,Carmichael,Sacramento,California,6067,West,Pacific,38.631,-121.336,WN4K
W188,12-Aug-10,mosquito,Culex tarsalis,Parlier,Fresno,California,6019,West,Pacific,36.653,-119.531,WN4K
W189,12-Aug-10,mosquito,Culex tarsalis,Guernsey,Kings,California,6031,West,Pacific,36.226,-119.727,WN4K
W422,18-Aug-10,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.158,-118.815,WN4K
W423,25-Aug-10,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.158,-118.815,WN4K
W424,2-Sep-10,mosquito,Culex quinquefasciatus,Shafter,Kern,California,6029,West,Pacific,35.493,-119.272,WN4K
W731,12-Sep-10,bird,Aphelocoma californica,Sacramento,Sacramento,California,6067,West,Pacific,38.584,-121.449,WN4K
W732,17-Sep-10,bird,Corvus brachyrhynchos,Elk Grove,Sacramento,California,6067,West,Pacific,38.419,-121.379,WN4K
W733,22-Sep-10,bird,Corvus brachyrhynchos,Sacramento,Sacramento,California,6067,West,Pacific,38.575,-121.478,WN4K
W674,28-Sep-10,mosquito,Culex tarsalis,El Macero,Yolo,California,6113,West,Pacific,38.54,-121.685,WN4K
W425,30-Sep-10,mosquito,Culex quinquefasciatus,Shafter,Kern,California,6029,West,Pacific,35.507,-119.265,WN4K
W426,5-Oct-10,mosquito,Culex quinquefasciatus,Buttonwillow,Kern,California,6029,West,Pacific,35.436,-119.406,WN4K
W675,5-Oct-10,mosquito,Culex pipiens,Sacramento,Sacramento,California,6067,West,Pacific,38.51,-121.354,WN4K
W676,13-Oct-10,mosquito,Culex pipiens,Sacramento,Sacramento,California,6067,West,Pacific,38.441,-121.425,WN4K
W427,8-Jun-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.164,WN4K
W321,17-Jun-11,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.378,-118.938,WN4K
W322,17-Jun-11,bird,Passer domesticus,Bakersfield,Kern,California,6029,West,Pacific,35.378,-118.938,WN4K
W428,7-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.333,-119.181,WN4K
W429,8-Jul-11,mosquito,Culex tarsalis,Shafter,Kern,California,6029,West,Pacific,35.502,-119.254,WN4K
W140,11-Jul-11,bird,Aphelocoma californica,Stockton,San Joaquin,California,6077,West,Pacific,37.971,-121.302,WN4K
W430,13-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.333,-119.181,WN4K
W431,13-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.164,WN4K
W432,13-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.164,WN4K
W433,13-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.172,WN4K
W434,13-Jul-11,mosquito,Culex tarsalis,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.172,WN4K
W435,15-Jul-11,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.346,-119.1,WN4K
W677,22-Jul-11,mosquito,Culex tarsalis,Wilton,Sacramento,California,6067,West,Pacific,38.385,-121.224,WN4K
W436,27-Jul-11,mosquito,Culex quinquefasciatus,Bakersfield,Kern,California,6029,West,Pacific,35.342,-119.125,WN4K
W437,4-Aug-11,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.166,-118.825,WN4K
W438,4-Aug-11,mosquito,Culex tarsalis,Arvin,Kern,California,6029,West,Pacific,35.158,-118.815,WN4K
W323,5-Aug-11,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.412,-119.095,WN4K
W324,8-Aug-11,bird,Aphelocoma californica,Bakersfield,Kern,California,6029,West,Pacific,35.351,-119.068,WN4K
